                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     67,                0.54826,                0.47543,                 1.0399,                0.60951,                0.55614,                 1.0672,                0.83068,                0.84602,                 0.9099,                0.74127,                0.83398,                0.87598,                 1.2803,                0.84488,                0.94681,                 1.3033,             0.00026157,             0.00026157,             0.00026157
                     68,                0.57422,                 0.5043,                 1.0583,                0.63368,                0.59804,                 1.0835,                0.87081,                0.84836,                0.93446,                0.75655,                0.82857,                0.72821,                 1.3005,                0.85024,                0.84303,                 1.3368,             0.00026047,             0.00026047,             0.00026047
                     69,                0.56901,                0.48942,                 1.0632,                0.62729,                0.56449,                 1.0875,                0.86797,                0.80912,                0.90732,                0.71361,                0.91924,                0.67768,                  1.392,                0.93998,                0.80585,                 1.4211,             0.00025937,             0.00025937,             0.00025937
                     70,                0.55378,                0.46696,                 1.0445,                0.61106,                0.54097,                 1.0663,                 0.9155,                 0.8771,                0.94268,                0.78433,                0.79029,                 0.5944,                  1.269,                0.80994,                0.58454,                 1.2842,             0.00025827,             0.00025827,             0.00025827
                     71,                0.55866,                 0.4628,                 1.0487,                0.62262,                0.53898,                 1.0749,                0.91266,                0.83861,                0.94433,                0.77615,                0.82848,                0.58047,                 1.2971,                0.84043,                0.62194,                 1.3064,             0.00025718,             0.00025718,             0.00025718
                     72,                0.56762,                0.47382,                 1.0516,                0.63389,                0.55047,                 1.0772,                0.91819,                0.83223,                0.93845,                0.74578,                0.87476,                0.48686,                 1.3317,                0.89835,                0.51657,                  1.361,             0.00025608,             0.00025608,             0.00025608
                     73,                0.55443,                0.47268,                 1.0401,                0.62359,                0.54964,                 1.0687,                 0.9266,                0.80482,                0.93851,                0.75567,                0.85746,                0.57631,                 1.3459,                0.87702,                0.67317,                 1.3674,             0.00025498,             0.00025498,             0.00025498
                     74,                0.53979,                0.44705,                 1.0394,                0.60084,                0.50805,                 1.0654,                0.79372,                0.86054,                0.90308,                0.73662,                0.81981,                0.60537,                 1.2724,                0.82628,                0.67517,                 1.2908,             0.00025388,             0.00025388,             0.00025388
                     75,                0.54358,                0.45189,                 1.0363,                0.60981,                 0.5218,                 1.0606,                0.86297,                0.84547,                0.93876,                0.74201,                0.90442,                0.57144,                 1.3983,                0.91921,                0.59091,                  1.431,             0.00025278,             0.00025278,             0.00025278
                     76,                0.55698,                0.46889,                 1.0491,                0.62238,                0.54427,                 1.0743,                0.80331,                0.86494,                0.91694,                0.74249,                0.80397,                0.72394,                  1.267,                0.83663,                0.78718,                 1.3179,             0.00025168,             0.00025168,             0.00025168
                     77,                0.54056,                 0.4558,                 1.0358,                0.60805,                0.52184,                 1.0626,                0.87016,                0.81536,                0.91798,                0.71933,                0.91659,                0.63858,                 1.4094,                0.94373,                0.75383,                 1.4345,             0.00025058,             0.00025058,             0.00025058
                     78,                0.55454,                 0.4753,                 1.0428,                0.61172,                0.56407,                 1.0675,                0.85136,                0.88994,                0.96561,                0.76994,                0.88203,                0.54965,                 1.3846,                0.90639,                0.58153,                  1.424,             0.00024948,             0.00024948,             0.00024948
                     79,                  0.549,                0.45167,                 1.0417,                0.61458,                0.50978,                 1.0683,                0.90227,                0.79678,                0.91511,                0.75903,                0.81049,                0.68594,                 1.2559,                0.80963,                0.79411,                 1.2733,             0.00024838,             0.00024838,             0.00024838
                     80,                0.53693,                0.44331,                 1.0391,                0.60668,                0.50839,                 1.0665,                0.87827,                0.81649,                0.91553,                0.74131,                0.85063,                0.68222,                 1.3184,                0.86871,                0.77227,                 1.3513,             0.00024729,             0.00024729,             0.00024729
                     81,                0.54026,                0.45453,                 1.0352,                0.60668,                0.52687,                 1.0621,                0.86485,                0.83321,                0.90533,                0.72854,                0.84376,                0.67017,                 1.2919,                 0.8757,                0.77512,                 1.3447,             0.00024619,             0.00024619,             0.00024619
                     82,                0.53031,                0.43947,                 1.0417,                0.59829,                0.51261,                 1.0677,                0.87471,                0.80398,                0.92931,                0.76468,                0.82938,                0.70045,                 1.2916,                0.83812,                0.75971,                 1.3215,             0.00024509,             0.00024509,             0.00024509
                     83,                 0.5309,                 0.4319,                 1.0373,                0.59302,                0.48661,                 1.0624,                0.88786,                0.86013,                0.92532,                0.73597,                0.89334,                  0.592,                 1.3704,                0.91738,                0.68598,                 1.4189,             0.00024399,             0.00024399,             0.00024399
                     84,                0.52814,                0.42257,                 1.0337,                0.58739,                0.47154,                 1.0592,                 0.8658,                 0.8776,                0.91988,                0.72994,                0.89579,                0.56034,                 1.3661,                0.90867,                0.62282,                  1.401,             0.00024289,             0.00024289,             0.00024289
                     85,                0.52921,                0.44171,                 1.0323,                0.59477,                0.52296,                 1.0578,                0.90081,                0.81084,                0.90826,                0.72742,                0.87063,                0.71674,                 1.3397,                0.87656,                 0.8702,                 1.3595,             0.00024179,             0.00024179,             0.00024179
                     86,                0.53215,                0.42952,                 1.0343,                0.58829,                0.49405,                 1.0594,                 0.8286,                0.87461,                 0.9294,                0.74652,                  0.857,                0.56888,                 1.3443,                0.85903,                0.69375,                 1.3542,             0.00024069,             0.00024069,             0.00024069
                     87,                 0.5325,                0.41335,                 1.0201,                0.59433,                0.46435,                 1.0453,                0.89329,                0.84807,                0.93699,                0.77435,                0.81273,                0.57219,                 1.2893,                0.83478,                0.66553,                 1.3266,             0.00023959,             0.00023959,             0.00023959
                     88,                0.51432,                0.40879,                 1.0166,                0.57983,                 0.4618,                 1.0405,                0.86031,                0.85122,                0.89356,                0.72896,                0.80556,                0.61999,                 1.3025,                0.81481,                0.66162,                 1.3189,             0.00023849,             0.00023849,             0.00023849
                     89,                 0.5204,                0.41703,                 1.0253,                0.58321,                0.48793,                 1.0487,                0.93467,                 0.8482,                 0.9358,                0.75844,                0.84118,                  0.518,                  1.312,                0.85024,                0.60046,                 1.3456,              0.0002374,              0.0002374,              0.0002374
