                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                0.25567,                0.56878,                0.98213,                0.28164,                0.58969,                  0.992,                0.98053,                0.98305,                 0.9945,                0.99255,                0.12914,                0.15337,                0.22751,                0.13849,                0.10651,                0.24794,             0.00020463,             0.00020463,             0.00020463
                     58,                0.24227,                0.56139,                0.98438,                0.26923,                0.58392,                0.99515,                0.97497,                0.96328,                0.99198,                0.99189,                0.16458,                0.20483,                0.25718,                0.15165,                0.14797,                 0.2488,              0.0002038,              0.0002038,              0.0002038
                     59,                0.24842,                0.55092,                0.98131,                0.27539,                0.57128,                0.99232,                0.97481,                0.98032,                0.99435,                0.99435,                0.16313,                0.20181,                0.23917,                0.14246,                0.11422,                0.21687,             0.00020298,             0.00020298,             0.00020298
                     60,                0.24783,                0.55637,                0.98558,                0.27141,                0.58669,                0.99724,                0.99168,                0.98812,                0.99472,                0.99472,                0.10549,                0.13971,                0.17991,                0.12319,                0.07435,                0.19247,             0.00020215,             0.00020215,             0.00020215
                     61,                0.24417,                0.55294,                0.98192,                0.26947,                0.58189,                0.99295,                0.96941,                 0.9861,                0.99277,                0.99277,                0.11146,                0.16932,                0.20054,                  0.083,                0.09849,                0.17687,             0.00020133,             0.00020133,             0.00020133
                     62,                0.22847,                0.54324,                0.97133,                0.25602,                0.56207,                0.98264,                0.97693,                0.93706,                0.99228,                0.98847,                0.13859,                0.17206,                 0.2278,                0.13011,                0.16607,                0.24168,              0.0002005,              0.0002005,              0.0002005
                     63,                0.24551,                0.53942,                0.98294,                0.27331,                0.56202,                0.99657,                0.98869,                0.98506,                0.99461,                0.99461,                0.07858,                0.13254,                0.15796,                 0.0649,                 0.0692,                0.15563,             0.00019967,             0.00019967,             0.00019967
                     64,                0.23508,                0.54661,                0.97179,                0.25985,                0.56978,                0.98293,                0.98401,                0.97245,                0.99412,                0.99406,                0.10435,                0.14692,                0.21041,                0.07906,                0.11165,                0.18985,             0.00019885,             0.00019885,             0.00019885
                     65,                0.22973,                0.51105,                0.97405,                0.25536,                0.53163,                0.98281,                0.97366,                0.97814,                0.99258,                0.99257,                0.11655,                0.17392,                0.19705,                0.10458,                0.12468,                 0.2013,             0.00019803,             0.00019803,             0.00019803
                     66,                0.22925,                0.53509,                0.97367,                0.25205,                0.55456,                0.98161,                0.98404,                0.98572,                0.99474,                0.99474,                0.07862,                0.09597,                0.17377,                0.07951,                0.07461,                0.18846,              0.0001972,              0.0001972,              0.0001972
                     67,                0.22555,                0.50736,                0.97278,                0.24705,                 0.5195,                0.98245,                0.98072,                0.98478,                0.99427,                0.99423,                0.09935,                0.13183,                 0.1973,                0.09046,                0.09125,                0.19305,             0.00019637,             0.00019637,             0.00019637
                     68,                0.22353,                0.51728,                0.97448,                0.24504,                0.53693,                0.98356,                0.98134,                 0.9849,                0.99469,                0.99469,                0.11607,                0.11601,                0.18617,                0.12964,                0.09114,                0.21351,             0.00019555,             0.00019555,             0.00019555
                     69,                 0.2369,                0.51315,                0.98073,                0.26221,                0.53618,                0.99205,                 0.9899,                0.99676,                0.99497,                0.99474,                0.09089,                0.10611,                0.17158,                 0.0816,                 0.0552,                0.16012,             0.00019472,             0.00019472,             0.00019472
                     70,                0.21885,                0.49604,                0.96918,                0.24063,                0.51145,                0.97908,                0.98452,                0.99212,                0.99476,                0.99124,                0.14112,                0.15823,                0.21139,                0.12238,                0.08376,                0.20093,              0.0001939,              0.0001939,              0.0001939
                     71,                0.22518,                0.49944,                0.97037,                0.25247,                0.52335,                0.98183,                0.97992,                0.97996,                0.99383,                0.99375,                0.10659,                 0.1339,                0.15989,                0.10543,                 0.1022,                0.17016,             0.00019307,             0.00019307,             0.00019307
                     72,                0.21707,                0.49984,                0.96301,                0.24187,                0.51828,                0.97311,                0.94416,                0.95409,                0.98677,                0.98301,                0.13546,                 0.2144,                0.23328,                0.12066,                0.20729,                0.24112,             0.00019225,             0.00019225,             0.00019225
                     73,                0.22277,                0.49758,                0.96879,                0.24534,                 0.5128,                0.97692,                0.97204,                0.96354,                0.99282,                0.99247,                0.16241,                0.18028,                0.24726,                 0.1628,                 0.1464,                0.25288,             0.00019142,             0.00019142,             0.00019142
                     74,                0.22964,                0.49369,                0.97203,                0.25396,                0.50882,                0.98287,                0.97909,                0.98339,                0.99458,                0.99139,                 0.1609,                0.15404,                0.26244,                0.14515,                0.11044,                0.25281,              0.0001906,              0.0001906,              0.0001906
                     75,                0.22108,                0.50969,                0.96612,                0.24599,                0.51706,                0.97725,                0.97715,                 0.9763,                0.99467,                0.99268,                0.16104,                0.15409,                0.27808,                0.16015,                 0.1338,                0.28634,             0.00018977,             0.00018977,             0.00018977
                     76,                0.22185,                0.51676,                0.97282,                0.24348,                0.53942,                 0.9812,                0.97714,                0.98016,                0.99434,                0.99327,                0.11983,                0.14657,                 0.1983,                0.10908,                 0.1067,                0.19302,             0.00018895,             0.00018895,             0.00018895
                     77,                0.22224,                0.48146,                0.96154,                 0.2414,                0.49397,                0.96983,                0.98644,                0.98598,                0.99496,                0.99337,                0.13347,                0.15776,                0.23473,                0.12211,                0.09419,                0.24763,             0.00018812,             0.00018812,             0.00018812
                     78,                0.22394,                 0.5073,                0.97092,                 0.2441,                0.52609,                0.98004,                0.98144,                0.99256,                0.99472,                0.98467,                0.21281,                0.17378,                 0.3319,                0.22124,                0.11276,                0.37136,              0.0001873,              0.0001873,              0.0001873
                     79,                0.21813,                 0.4807,                0.96475,                0.24167,                0.50188,                0.97399,                0.99082,                0.98909,                0.99495,                0.99479,                0.08458,                0.10292,                0.18076,                0.07521,                0.06102,                0.18492,             0.00018648,             0.00018648,             0.00018648
                     80,                0.22408,                0.51189,                 0.9712,                0.24564,                0.53463,                0.98019,                0.98754,                0.99163,                0.99493,                0.99389,                0.11493,                0.12719,                0.18837,                0.10431,                0.07125,                0.19716,             0.00018565,             0.00018565,             0.00018565
                     81,                0.21535,                0.49377,                0.96376,                0.23712,                0.51518,                0.97327,                0.99386,                 0.9971,                  0.995,                  0.995,                0.10967,                0.10792,                0.20713,                0.10352,                0.05363,                 0.2155,             0.00018483,             0.00018483,             0.00018483
                     82,                0.22037,                0.49032,                0.97004,                0.24221,                0.50627,                0.97878,                0.97768,                 0.9799,                0.99449,                 0.9921,                0.12567,                0.14812,                0.22767,                0.10108,                0.08864,                0.22056,               0.000184,               0.000184,               0.000184
                     83,                0.21848,                0.47214,                0.97067,                 0.2405,                0.48644,                0.97891,                0.99519,                0.99568,                0.99498,                0.96277,                0.32654,                0.18868,                0.42591,                0.33273,                0.12278,                0.43379,             0.00018318,             0.00018318,             0.00018318
                     84,                0.21675,                0.48729,                0.96475,                0.23786,                0.50694,                0.97375,                0.95618,                0.98892,                0.99444,                0.99273,                0.12421,                0.17506,                0.17952,                0.11808,                0.11082,                0.18192,             0.00018235,             0.00018235,             0.00018235
                     85,                0.21734,                0.48096,                0.95971,                0.23795,                0.49037,                0.96875,                0.99514,                0.99561,                  0.995,                0.99465,                0.09145,                0.12487,                0.17869,                0.08467,                  0.047,                0.18005,             0.00018153,             0.00018153,             0.00018153
                     86,                 0.2103,                0.47105,                0.96377,                0.23129,                0.48301,                0.97164,                0.99035,                 0.9895,                 0.9949,                0.99252,                0.13713,                0.13122,                0.22892,                0.13073,                0.07088,                0.23183,              0.0001807,              0.0001807,              0.0001807
                     87,                0.21044,                0.45776,                0.96598,                0.22972,                0.47338,                0.97489,                0.99042,                0.98945,                0.99453,                 0.9945,                0.10389,                0.11834,                0.18566,                 0.0989,                0.07357,                0.18691,             0.00017988,             0.00017988,             0.00017988
                     88,                0.20165,                0.44605,                0.95581,                0.22279,                0.45691,                0.96427,                0.99026,                0.99186,                0.99494,                0.99483,                0.09891,                0.13554,                0.16867,                 0.0687,                0.05887,                0.14522,             0.00017905,             0.00017905,             0.00017905
                     89,                0.21524,                0.45514,                0.95955,                 0.2382,                0.46749,                0.96926,                0.99382,                0.99599,                0.99476,                0.99208,                0.14847,                0.13511,                0.23837,                 0.1392,                0.06495,                0.22825,             0.00017823,             0.00017823,             0.00017823
                     90,                 0.2059,                0.45477,                0.95913,                0.22556,                 0.4693,                0.96804,                0.99089,                0.99427,                0.99495,                0.99495,                0.10388,                0.10838,                0.21038,                0.10044,                0.06582,                0.20965,              0.0001774,              0.0001774,              0.0001774
                     91,                 0.2019,                0.46249,                0.95685,                0.22594,                0.48246,                0.96569,                 0.9907,                0.97815,                0.99432,                0.99432,                  0.108,                0.13044,                0.20113,                0.10246,                 0.0767,                0.21465,             0.00017658,             0.00017658,             0.00017658
                     92,                0.20543,                0.47452,                0.95931,                0.22834,                0.48975,                0.96851,                0.98515,                0.99423,                0.99478,                0.99478,                0.13453,                0.12705,                0.23277,                0.13156,                0.07497,                0.24291,             0.00017575,             0.00017575,             0.00017575
                     93,                0.19841,                0.46707,                0.95714,                 0.2176,                0.47885,                0.96502,                0.97608,                0.98786,                0.99466,                0.99466,                 0.1226,                0.13243,                 0.2175,                0.11821,                0.08576,                 0.2297,             0.00017493,             0.00017493,             0.00017493
                     94,                0.20005,                0.48056,                0.95425,                0.21712,                0.49478,                0.96186,                0.98947,                0.98887,                0.99484,                0.99484,                0.10474,                   0.13,                0.19401,                0.08779,                0.06272,                0.20096,              0.0001741,              0.0001741,              0.0001741
                     95,                0.19739,                0.45179,                0.95379,                0.21524,                0.46521,                0.96207,                 0.9942,                0.99247,                0.99494,                0.99492,                0.07071,                0.10235,                0.16848,                0.06804,                0.04514,                0.18948,             0.00017327,             0.00017327,             0.00017327
                     96,                0.19798,                0.45606,                0.95179,                 0.2164,                0.46475,                0.95956,                0.98226,                0.98413,                0.99464,                0.98406,                0.19055,                0.15706,                0.27638,                0.20913,                 0.1118,                0.32514,             0.00017245,             0.00017245,             0.00017245
                     97,                 0.1908,                0.45823,                0.95021,                0.21062,                0.46758,                0.95883,                 0.9906,                0.99299,                0.99473,                0.98394,                0.15168,                0.12955,                0.22396,                0.16206,                0.08045,                0.23357,             0.00017163,             0.00017163,             0.00017163
                     98,                0.19147,                0.44699,                0.95207,                0.21068,                0.45836,                0.95939,                0.98791,                0.98696,                0.99481,                0.99232,                0.08862,                0.11984,                0.18926,                0.09281,                0.06917,                0.20408,              0.0001708,              0.0001708,              0.0001708
